paperId,venue_key,title,year,url,embedding_alignment
43365435cdc6c9382f42ab8efadfd4c14119acd3,tpami,Making a Bird AI Expert Work for You and Me,2021,https://www.semanticscholar.org/paper/43365435cdc6c9382f42ab8efadfd4c14119acd3,0.4382583
f9a39af70378672b4219ce2e83a7a5342fc03e35,tpami,Learning to Guide a Saturation-Based Theorem Prover,2021,https://www.semanticscholar.org/paper/f9a39af70378672b4219ce2e83a7a5342fc03e35,0.31060177
15675fd81e76de6950d72bc32fa9fd11686ab4ce,tpami,HexNet: An Orientation-Aware Deep Learning Framework for Omni-Directional Input,2023,https://www.semanticscholar.org/paper/15675fd81e76de6950d72bc32fa9fd11686ab4ce,0.3610133
4d69082eaf30dc9e360fd421fa770957fcf1d0b7,tpami,Exploiting Unlabeled Data in CNNs by Self-Supervised Learning to Rank,2019,https://www.semanticscholar.org/paper/4d69082eaf30dc9e360fd421fa770957fcf1d0b7,0.3340621
1a84bb2b59e181e3efe2a91f149d6446027a1dd6,tpami,Knowledge-Based Embodied Question Answering,2021,https://www.semanticscholar.org/paper/1a84bb2b59e181e3efe2a91f149d6446027a1dd6,0.32789868
7de8e2360a3b53d328df99a24408fc3153532135,tpami,Learning SpatioTemporal and Motion Features in a Unified 2D Network for Action Recognition,2022,https://www.semanticscholar.org/paper/7de8e2360a3b53d328df99a24408fc3153532135,0.41249663
1620e76d024c3bd6e7347ce44c5df1f479b58678,tpami,Forget Me Not: Fighting Local Overfitting with Knowledge Fusion and Distillation,2025,https://www.semanticscholar.org/paper/1620e76d024c3bd6e7347ce44c5df1f479b58678,0.23030305
70aa3857040d2934ab7544988468ede697cb90c9,tpami,PAN++: Towards Efficient and Accurate End-to-End Spotting of Arbitrarily-Shaped Text,2021,https://www.semanticscholar.org/paper/70aa3857040d2934ab7544988468ede697cb90c9,0.4483773
9f133e55092984475e23150f570161bb3b1ea210,tpami,Separable Spatial-Temporal Residual Graph for Cloth-Changing Group Re-Identification,2024,https://www.semanticscholar.org/paper/9f133e55092984475e23150f570161bb3b1ea210,0.31410718
90a18a893a0e30072afc18ee1a3350730cccc141,tpami,Bayesian Estimate of Mean Proper Scores for Diversity-Enhanced Active Learning,2023,https://www.semanticscholar.org/paper/90a18a893a0e30072afc18ee1a3350730cccc141,0.30651096
2d6cc1a6b611e107eb8ef35a5341f889f2adc57e,tpami,Energy-Based Model for Accurate Estimation of Shapley Values in Feature Attribution.,2024,https://www.semanticscholar.org/paper/2d6cc1a6b611e107eb8ef35a5341f889f2adc57e,0.33771434
916f0dd254d727b4467f1d4fcc129baa2f859dbf,tpami,Tensor Low-Rank Representation for Data Recovery and Clustering,2019,https://www.semanticscholar.org/paper/916f0dd254d727b4467f1d4fcc129baa2f859dbf,0.42957848
849ba445447df7cb3fd033956fe80f3d8bd11730,tpami,Copula Based Classifier Fusion Under Statistical Dependence,2018,https://www.semanticscholar.org/paper/849ba445447df7cb3fd033956fe80f3d8bd11730,0.2674834
9c54664e268e5c78eaeb1396173e843bf510ab02,tpami,Act Like a Radiologist: Towards Reliable Multi-View Correspondence Reasoning for Mammogram Mass Detection,2021,https://www.semanticscholar.org/paper/9c54664e268e5c78eaeb1396173e843bf510ab02,0.33700478
db164c3b616ef7f938b1e54b83f50dcba3fa4ff5,tpami,Hierarchical Attention-Based Age Estimation and Bias Analysis,2021,https://www.semanticscholar.org/paper/db164c3b616ef7f938b1e54b83f50dcba3fa4ff5,0.18180099
60aba8109c6920c3a23bf62d649470272f16e55d,tpami,Conditional Wasserstein Generator,2022,https://www.semanticscholar.org/paper/60aba8109c6920c3a23bf62d649470272f16e55d,0.31996733
005463dd34b6075ae446cd812b5efc04175fc592,tpami,Matrix Completion via Non-Convex Relaxation and Adaptive Correlation Learning,2022,https://www.semanticscholar.org/paper/005463dd34b6075ae446cd812b5efc04175fc592,0.2209588
9d4ae61f173b2da078efc8fbc23315d9d7a319c0,tpami,Stylized Adversarial Defense,2020,https://www.semanticscholar.org/paper/9d4ae61f173b2da078efc8fbc23315d9d7a319c0,0.27072018
4ff4b595a2b816993b98cee4af5319b8636c2077,tpami,"Augmenting Iterative Trajectory for Bilevel Optimization: Methodology, Analysis and Extensions.",2023,https://www.semanticscholar.org/paper/4ff4b595a2b816993b98cee4af5319b8636c2077,0.25392538
adf8b77f5f003178d9d6520a24adbf99232ea07e,tpami,Deep Graph Metric Learning for Weakly Supervised Person Re-Identification,2021,https://www.semanticscholar.org/paper/adf8b77f5f003178d9d6520a24adbf99232ea07e,0.27691582
e27c8afc840b4ddd9c2653e15eee1221ce9c90f5,tpami,Semi-Supervised Discriminative Classification Robust to Sample-Outliers and Feature-Noises,2019,https://www.semanticscholar.org/paper/e27c8afc840b4ddd9c2653e15eee1221ce9c90f5,0.37069693
874f06ec7c78444087fca79ddeb2bfd1b72576a8,tpami,Random and Adversarial Bit Error Robustness: Energy-Efficient and Secure DNN Accelerators,2021,https://www.semanticscholar.org/paper/874f06ec7c78444087fca79ddeb2bfd1b72576a8,0.23198897
38bba1214a38495fce4584bab77474c3ddd52df2,tpami,Generalizable Multi-Modal Adversarial Imitation Learning for Non-Stationary Dynamics,2025,https://www.semanticscholar.org/paper/38bba1214a38495fce4584bab77474c3ddd52df2,0.22661814
2319de67da16076b0764f2f0d1b8db370a176132,tpami,Attention Weighted Local Descriptors,2023,https://www.semanticscholar.org/paper/2319de67da16076b0764f2f0d1b8db370a176132,0.4903759
a4960c5758a76faee04bf8c2962d30c789d7a3f1,tpami,SpectralGPT: Spectral Remote Sensing Foundation Model,2023,https://www.semanticscholar.org/paper/a4960c5758a76faee04bf8c2962d30c789d7a3f1,0.328661
04a304883d2cb03c281d568c7f5ee58a775fa063,tpami,Image-to-Image Translation With Disentangled Latent Vectors for Face Editing,2023,https://www.semanticscholar.org/paper/04a304883d2cb03c281d568c7f5ee58a775fa063,0.3181231
97775d560a2fb57c7ff4aea9f6aed4e6dca8aedc,tpami,Convolutional Hough Matching Networks for Robust and Efficient Visual Correspondence,2021,https://www.semanticscholar.org/paper/97775d560a2fb57c7ff4aea9f6aed4e6dca8aedc,0.40979558
6eec269c6fb1393788a440652b05810063bdea3c,tpami,"On the Correlation Among Edge, Pose and Parsing",2021,https://www.semanticscholar.org/paper/6eec269c6fb1393788a440652b05810063bdea3c,0.4751264
64aae6973225a0202a6d7e16d9779d699c4ac25b,tpami,VPT-NSP2++: Importance-Aware Visual Prompt Tuning in Null Space for Continual Learning.,2025,https://www.semanticscholar.org/paper/64aae6973225a0202a6d7e16d9779d699c4ac25b,0.2277309
19b1670c05b3a16b7dcf41785297b8b68032b9af,tpami,State-Regularized Recurrent Neural Networks to Extract Automata and Explain Predictions,2022,https://www.semanticscholar.org/paper/19b1670c05b3a16b7dcf41785297b8b68032b9af,0.26369068
95a9ed6d388b1e64a040a9a00871635786a3f7de,tpami,On Testing and Learning Quantum Junta Channels,2023,https://www.semanticscholar.org/paper/95a9ed6d388b1e64a040a9a00871635786a3f7de,0.22734688
661851292001d1702a9d790328996c6fb972f6cb,tpami,Learning Selective Mutual Attention and Contrast for RGB-D Saliency Detection,2020,https://www.semanticscholar.org/paper/661851292001d1702a9d790328996c6fb972f6cb,0.30828184
2c0fb8e8b233a5abb6469df7ac1c23556d44811a,tpami,OPAL: Occlusion Pattern Aware Loss for Unsupervised Light Field Disparity Estimation,2022,https://www.semanticscholar.org/paper/2c0fb8e8b233a5abb6469df7ac1c23556d44811a,0.3845601
b7fc9a498195c45dfb38d365cd4b959a2dc069e7,tpami,Spatial-Temporal Transformer for Video Snapshot Compressive Imaging,2022,https://www.semanticscholar.org/paper/b7fc9a498195c45dfb38d365cd4b959a2dc069e7,0.328808
8486956131ff90301c2e69e8cf717201157f93ab,tpami,Label Efficient Regularization and Propagation for Graph Node Classification,2022,https://www.semanticscholar.org/paper/8486956131ff90301c2e69e8cf717201157f93ab,0.2172531
1ff2fef267f0bde44ffd7144fe46f31fa2fb89c0,tpami,"Multivariate Extension of Matrix-Based Rényi's <inline-formula><tex-math notation=""LaTeX"">$\alpha$</tex-math><alternatives><mml:math><mml:mi>α</mml:mi></mml:math><inline-graphic xlink:href=""yu-ieq1-2932976.gif""/></alternatives></inline-formula>-Order Entropy Functional",2018,https://www.semanticscholar.org/paper/1ff2fef267f0bde44ffd7144fe46f31fa2fb89c0,0.30334884
a71d64077b54a958603f64257ab71d56065ecfc4,tpami,"Multi-Target Markov Boundary Discovery: Theory, Algorithm, and Application",2022,https://www.semanticscholar.org/paper/a71d64077b54a958603f64257ab71d56065ecfc4,0.26052126
abf0fb7d29683cca7eb5161c93ba1e898852ea22,tpami,Reason and Discovery: A New Paradigm for Open Set Recognition,2025,https://www.semanticscholar.org/paper/abf0fb7d29683cca7eb5161c93ba1e898852ea22,0.36168376
bdb871914746db215acf47e98caabfbef4bfee2a,tpami,The Kendall and Mallows Kernels for Permutations,2015,https://www.semanticscholar.org/paper/bdb871914746db215acf47e98caabfbef4bfee2a,0.2876293
7cc7782b0d4b5c28451f47ecb335a20d5162beb6,tpami,Improving Machine Vision Using Human Perceptual Representations: The Case of Planar Reflection Symmetry for Object Classification,2020,https://www.semanticscholar.org/paper/7cc7782b0d4b5c28451f47ecb335a20d5162beb6,0.4499942
00d94b35ffd6cabfb70b9a1d220b6823ae9154ee,tpami,Discriminative Bayesian Dictionary Learning for Classification,2015,https://www.semanticscholar.org/paper/00d94b35ffd6cabfb70b9a1d220b6823ae9154ee,0.33420086
db782232e6b4f6673e055c1fdcb287d6d34bcc3d,tpami,Uncertainty-Aware Medical Diagnostic Phrase Identification and Grounding,2024,https://www.semanticscholar.org/paper/db782232e6b4f6673e055c1fdcb287d6d34bcc3d,0.3675683
2a015020cbd350bea73a6f84af515342b3e57b3c,tpami,Bilinear Factor Matrix Norm Minimization for Robust PCA: Algorithms and Applications,2018,https://www.semanticscholar.org/paper/2a015020cbd350bea73a6f84af515342b3e57b3c,0.28273758
878c27821dfcebce010a64f7dec60142f469426b,tpami,Say No to Freeloader: Protecting Intellectual Property of Your Deep Model,2024,https://www.semanticscholar.org/paper/878c27821dfcebce010a64f7dec60142f469426b,0.27505386
04b317a8be4def110463e7b555b4bac5060b537f,tpami,Importance Weight Estimation and Generalization in Domain Adaptation Under Label Shift,2020,https://www.semanticscholar.org/paper/04b317a8be4def110463e7b555b4bac5060b537f,0.20055696
1b5f065d2594d5b13d48a2afb3b97fff028c1fcb,tpami,Learning to Cut via Hierarchical Sequence/Set Model for Efficient Mixed-Integer Programming,2024,https://www.semanticscholar.org/paper/1b5f065d2594d5b13d48a2afb3b97fff028c1fcb,0.27843058
b93c8de6ed1433d33a85fbda561946da05b3b5b0,tpami,Reliable Representation Learning for Incomplete Multi-View Missing Multi-Label Classification,2023,https://www.semanticscholar.org/paper/b93c8de6ed1433d33a85fbda561946da05b3b5b0,0.25830996
9d3c88f03bcbf0d4e13495f01824d00df6ad86e0,tpami,Long-Term Feature Extraction via Frequency Prediction for Efficient Reinforcement Learning,2025,https://www.semanticscholar.org/paper/9d3c88f03bcbf0d4e13495f01824d00df6ad86e0,0.32798997
02c293bc06c580305c8b62a8ed90f37a75608493,tpami,Adversarial Action Prediction Networks,2020,https://www.semanticscholar.org/paper/02c293bc06c580305c8b62a8ed90f37a75608493,0.3980755
97f88ff1924a687365fd86850eca1af784f17788,tpami,Depth Sensing by Near-Infrared Light Absorption in Water,2020,https://www.semanticscholar.org/paper/97f88ff1924a687365fd86850eca1af784f17788,0.14587116
ae85c822c6aec8b0f67762c625a73a5d08f5060d,tpami,Retrieving Similar Styles to Parse Clothing,2015,https://www.semanticscholar.org/paper/ae85c822c6aec8b0f67762c625a73a5d08f5060d,0.35360742
dbecc974b5ca43219de75c949a5ffdde0cab798d,tpami,"Support Vector Machine Classifier via <inline-formula><tex-math notation=""LaTeX"">$L_{0/1}$</tex-math><alternatives><mml:math><mml:msub><mml:mi>L</mml:mi><mml:mrow><mml:mn>0</mml:mn><mml:mo>/</mml:mo><mml:mn>1</mml:mn></mml:mrow></mml:msub></mml:math><inline-graphic xlink:href=""wang-ieq1-3092177.gif""",2019,https://www.semanticscholar.org/paper/dbecc974b5ca43219de75c949a5ffdde0cab798d,0.25174186
30c058c4a110b75a0e8a141f13e115289abc4379,tpami,From Pose to Part: Weakly-Supervised Pose Evolution for Human Part Segmentation,2022,https://www.semanticscholar.org/paper/30c058c4a110b75a0e8a141f13e115289abc4379,0.396844
8979d07a11985c979bcedda19dd0a0d3b24d3988,tpami,Imaginary-Connected Embedding in Complex Space for Unseen Attribute-Object Discrimination,2024,https://www.semanticscholar.org/paper/8979d07a11985c979bcedda19dd0a0d3b24d3988,0.35380346
383bd69f7cc915a4d01d48a30be1658a78123434,tpami,Unifying Graph Contrastive Learning via Graph Message Augmentation,2024,https://www.semanticscholar.org/paper/383bd69f7cc915a4d01d48a30be1658a78123434,0.29004914
587b1cfad963bd740ad646afb6d94fc03ef334a3,tpami,Task Augmentation-Based Meta-Learning Segmentation Method for Retinopathy,2025,https://www.semanticscholar.org/paper/587b1cfad963bd740ad646afb6d94fc03ef334a3,0.4041826
0d380e8fe0a57ed90ff0ec09bff91ca7c92fde6c,tpami,Minimal Case Relative Pose Computation Using Ray-Point-Ray Features,2020,https://www.semanticscholar.org/paper/0d380e8fe0a57ed90ff0ec09bff91ca7c92fde6c,0.28669629
369e798b09aa81d7d5c80467dc55d870146718e7,tpami,Time Series Domain Adaptation via Latent Invariant Causal Mechanism,2025,https://www.semanticscholar.org/paper/369e798b09aa81d7d5c80467dc55d870146718e7,0.20645994
7adfcbbe8b2e38c18ebab891826957da515d1261,tpami,"Random Features for Kernel Approximation: A Survey on Algorithms, Theory, and Beyond",2020,https://www.semanticscholar.org/paper/7adfcbbe8b2e38c18ebab891826957da515d1261,0.4079231
c441f76fc9659d2558d4c917f6b70e39145f715a,tpami,Improving Semantic Segmentation via Efficient Self-Training,2021,https://www.semanticscholar.org/paper/c441f76fc9659d2558d4c917f6b70e39145f715a,0.40712866
76a84e55209f73333e80b2b9547d20aec106da23,tpami,Non-Negative Matrix Factorizations for Multiplex Network Analysis,2016,https://www.semanticscholar.org/paper/76a84e55209f73333e80b2b9547d20aec106da23,0.31283373
da3150d0cb37197edeeb0049cf5c4e8d235856e5,tpami,Seed the Views: Hierarchical Semantic Alignment for Contrastive Representation Learning,2022,https://www.semanticscholar.org/paper/da3150d0cb37197edeeb0049cf5c4e8d235856e5,0.43908685
6321a92d3e4fbe34ed6688da0a1164528d053092,tpami,Learning Probabilistic Coordinate Fields for Robust Correspondences,2023,https://www.semanticscholar.org/paper/6321a92d3e4fbe34ed6688da0a1164528d053092,0.38904545
85396aa36a9e60bf48c6892affd5a691bb181129,tpami,Purely Attention Based Local Feature Integration for Video Classification,2020,https://www.semanticscholar.org/paper/85396aa36a9e60bf48c6892affd5a691bb181129,0.42711
d080d31350c88a5410a3f475277b931afeaf6665,tpami,Fixed Points of Belief Propagation—An Analysis via Polynomial Homotopy Continuation,2016,https://www.semanticscholar.org/paper/d080d31350c88a5410a3f475277b931afeaf6665,0.12107608
2e044e4478ebac4ce58cef0a6ff8815b2c9fb02d,tpami,Revisiting Essential and Nonessential Settings of Evidential Deep Learning,2024,https://www.semanticscholar.org/paper/2e044e4478ebac4ce58cef0a6ff8815b2c9fb02d,0.17946067
8c59a45c8de80ac422269aaf00b656a3057ae932,tpami,"Learn on Source, Refine on Target: A Model Transfer Learning Framework with Random Forests",2015,https://www.semanticscholar.org/paper/8c59a45c8de80ac422269aaf00b656a3057ae932,0.22171044
9f36db393bb8e6b510c9a04bdbca62e4d7f2a89c,tpami,Structure-Preserving Binary Representations for RGB-D Action Recognition,2016,https://www.semanticscholar.org/paper/9f36db393bb8e6b510c9a04bdbca62e4d7f2a89c,0.39117426
731b4f465ba2869dfd1541a714a39eefa2a35c2e,tpami,Non-Rigid Point Cloud Registration via Anisotropic Hybrid Field Harmonization,2025,https://www.semanticscholar.org/paper/731b4f465ba2869dfd1541a714a39eefa2a35c2e,0.32070392
885c37f94e9edbbb2177cfba8cb1ad840b2a5f20,tpami,Simultaneous Local Binary Feature Learning and Encoding for Homogeneous and Heterogeneous Face Recognition,2018,https://www.semanticscholar.org/paper/885c37f94e9edbbb2177cfba8cb1ad840b2a5f20,0.35163736
09f5b7f71bf39e4ee35882d32934252b9bfd24af,tpami,From Missing Pieces to Masterpieces: Image Completion With Context-Adaptive Diffusion,2025,https://www.semanticscholar.org/paper/09f5b7f71bf39e4ee35882d32934252b9bfd24af,0.3170223
21d4ccb7d84bdae8ed239a637aa71fdb93202a4f,tpami,Differentiated Explanation of Deep Neural Networks With Skewed Distributions,2021,https://www.semanticscholar.org/paper/21d4ccb7d84bdae8ed239a637aa71fdb93202a4f,0.3456874
ebc5dc2961d12cbbbd45264889dfc3ef9731fc6a,tpami,Human Action Recognition From Various Data Modalities: A Review,2020,https://www.semanticscholar.org/paper/ebc5dc2961d12cbbbd45264889dfc3ef9731fc6a,0.47105956
25edae7a44dc4f26adc04693199595a12a3b1eec,tpami,A Hybrid RNN-HMM Approach for Weakly Supervised Temporal Action Segmentation,2019,https://www.semanticscholar.org/paper/25edae7a44dc4f26adc04693199595a12a3b1eec,0.37304506
0b2134e5ae6f62d66686d5ca9bbbaadc1ddce61e,tpami,"A Survey on Self-Supervised Learning: Algorithms, Applications, and Future Trends",2023,https://www.semanticscholar.org/paper/0b2134e5ae6f62d66686d5ca9bbbaadc1ddce61e,0.29956913
a0aa68d9e219598704b7986ad861b2cc8ddc5cc7,tpami,"Oriented Tiny Object Detection: A Dataset, Benchmark, and Dynamic Unbiased Learning",2024,https://www.semanticscholar.org/paper/a0aa68d9e219598704b7986ad861b2cc8ddc5cc7,0.41789684
45e7e235c8b26b3b9df7c7dd5ae159c5fb5ca59d,tpami,Prior Image Guided Snapshot Compressive Spectral Imaging,2023,https://www.semanticscholar.org/paper/45e7e235c8b26b3b9df7c7dd5ae159c5fb5ca59d,0.34899434
7d667709471b5df3f8eed102bac4f063e50b5111,tpami,Low-Shot Video Object Segmentation,2025,https://www.semanticscholar.org/paper/7d667709471b5df3f8eed102bac4f063e50b5111,0.35239077
3280c01f663153d54ec75dd304f5e8d8cee79224,tpami,OPOM: Customized Invisible Cloak Towards Face Privacy Protection,2022,https://www.semanticscholar.org/paper/3280c01f663153d54ec75dd304f5e8d8cee79224,0.43839553
5aa4e5b90827f1c16bed100982e2a1871925d445,tpami,Prompt Tuning of Deep Neural Networks for Speaker-Adaptive Visual Speech Recognition,2023,https://www.semanticscholar.org/paper/5aa4e5b90827f1c16bed100982e2a1871925d445,0.24781743
8eff0f03f08c9bba6692f8d7bb0ad8b6dc62819e,tpami,A Theoretical Analysis of DeepWalk and Node2vec for Exact Recovery of Community Structures in Stochastic Blockmodels,2023,https://www.semanticscholar.org/paper/8eff0f03f08c9bba6692f8d7bb0ad8b6dc62819e,0.18858415
0b752355135eccf2d34e149263336f66a60f2607,tpami,Unsupervised Gaze Representation Learning by Switching Features,2025,https://www.semanticscholar.org/paper/0b752355135eccf2d34e149263336f66a60f2607,0.41681176
3a143027c141ce7ad6fb893da2e7e25f6b1e49c9,tpami,Reliability-Aware Restoration Framework for 4D Spectral Photoacoustic Data,2023,https://www.semanticscholar.org/paper/3a143027c141ce7ad6fb893da2e7e25f6b1e49c9,0.3226488
985bd40425fefc1533279694a4eb828b53b7f040,tpami,Latent Gaussian Model Boosting,2021,https://www.semanticscholar.org/paper/985bd40425fefc1533279694a4eb828b53b7f040,0.22730383
b95b761f44c1fbcc76a11463bca31169eaad4aa5,tpami,Weakly and Self-Supervised Class-Agnostic Motion Prediction for Autonomous Driving,2025,https://www.semanticscholar.org/paper/b95b761f44c1fbcc76a11463bca31169eaad4aa5,0.3045687
8869330c675c8ac5eb6aebc15a453075fdea4890,tpami,Contrastive Pessimistic Likelihood Estimation for Semi-Supervised Classification,2015,https://www.semanticscholar.org/paper/8869330c675c8ac5eb6aebc15a453075fdea4890,0.20060411
7d46c2a6ca7a8a1e594ac4bd9f311712ac9f954e,tpami,DeepEIT: Deep Image Prior Enabled Electrical Impedance Tomography,2023,https://www.semanticscholar.org/paper/7d46c2a6ca7a8a1e594ac4bd9f311712ac9f954e,0.3148527
bc294b251085b76f166c2ec16c3ee77f02800ec0,tpami,"Models Matter, So Does Training: An Empirical Study of CNNs for Optical Flow Estimation",2018,https://www.semanticscholar.org/paper/bc294b251085b76f166c2ec16c3ee77f02800ec0,0.29507217
3cc4e3263ffbde15a7d12b782ef534f520f64717,tpami,Inextensible Non-Rigid Structure-from-Motion by Second-Order Cone Programming,2018,https://www.semanticscholar.org/paper/3cc4e3263ffbde15a7d12b782ef534f520f64717,0.25266278
18fb5c662252d685652ec72d508531ae7bb739b5,tpami,Learning Optimal Wavefront Shaping for Multi-Channel Imaging,2021,https://www.semanticscholar.org/paper/18fb5c662252d685652ec72d508531ae7bb739b5,0.16776982
dbccc79655a0f797ccdceb82470546a307b152ea,tpami,GigaMVS: A Benchmark for Ultra-Large-Scale Gigapixel-Level 3D Reconstruction,2021,https://www.semanticscholar.org/paper/dbccc79655a0f797ccdceb82470546a307b152ea,0.33242887
56adb5b24d25dd0a914318ff38c524ae0213f052,tpami,A Coding Framework and Benchmark Towards Low-Bitrate Video Understanding,2022,https://www.semanticscholar.org/paper/56adb5b24d25dd0a914318ff38c524ae0213f052,0.34770557
